set_id,name,year,theme,subtheme,themeGroup,category,pieces,minifigs,US_retailPrice
44003-1,SCAROX,2013,HERO Factory,Brain Attack,Constraction,Normal,46.0,0,9.99
44004-1,BULK,2013,HERO Factory,Brain Attack,Constraction,Normal,50.0,0,9.99
44005-1,BRUIZER,2013,HERO Factory,Brain Attack,Constraction,Normal,62.0,0,12.99
44006-1,BREEZ,2013,HERO Factory,Brain Attack,Constraction,Normal,49.0,0,9.99
44007-1,OGRUM,2013,HERO Factory,Brain Attack,Constraction,Normal,59.0,0,12.99
44008-1,SURGE,2013,HERO Factory,Brain Attack,Constraction,Normal,66.0,0,12.99
44009-1,DRAGON BOLT,2013,HERO Factory,Brain Attack,Constraction,Normal,149.0,0,19.99
44010-1,STORMER,2013,HERO Factory,Brain Attack,Constraction,Normal,69.0,0,12.99
44011-1,FROST BEAST,2013,HERO Factory,Brain Attack,Constraction,Normal,60.0,0,12.99
44012-1,EVO,2013,HERO Factory,Brain Attack,Constraction,Normal,51.0,0,9.99
44013-1,AQUAGON,2013,HERO Factory,Brain Attack,Constraction,Normal,41.0,0,9.99
44014-1,JET ROCKA,2013,HERO Factory,Brain Attack,Constraction,Normal,290.0,0,34.99
45500-1,EV3 Intelligent Brick,2013,Mindstorms,EV3,Technical,Normal,1.0,0,224.95
45502-1,EV3 Large Servo Motor,2013,Mindstorms,EV3,Technical,Normal,1.0,0,29.99
45503-1,EV3 Medium Servo Motor,2013,Mindstorms,EV3,Technical,Normal,1.0,0,29.95
45504-1,EV3 Ultrasonic Sensor,2013,Mindstorms,EV3,Technical,Normal,1.0,0,39.95
45505-1,EV3 Gyro Sensor,2013,Mindstorms,EV3,Technical,Normal,1.0,0,34.99
45506-1,EV3 Colour Sensor,2013,Mindstorms,EV3,Technical,Normal,1.0,0,49.95
45507-1,EV3 Touch Sensor,2013,Mindstorms,EV3,Technical,Normal,1.0,0,29.95
45508-1,EV3 Infrared Beacon,2013,Mindstorms,EV3,Technical,Normal,1.0,0,34.99
45509-1,EV3 Infrared Sensor,2013,Mindstorms,EV3,Technical,Normal,1.0,0,34.99
50006-1,Legends of Chima,2013,Games,,Miscellaneous,Normal,211.0,12,19.99
60000-1,Fire Motorcycle,2013,City,Fire,Modern day,Normal,40.0,1,6.99
60001-1,Fire Chief Car,2013,City,Fire,Modern day,Normal,80.0,2,11.99
60002-1,Fire Truck,2013,City,Fire,Modern day,Normal,208.0,2,19.99
60003-1,Fire Emergency,2013,City,Fire,Modern day,Normal,301.0,3,39.99
60004-1,Fire Station,2013,City,Fire,Modern day,Normal,753.0,5,99.99
60005-1,Fire Boat,2013,City,Fire,Modern day,Normal,222.0,4,29.99
60006-1,Police ATV,2013,City,Police,Modern day,Normal,51.0,2,6.99
60007-1,High Speed Chase,2013,City,Police,Modern day,Normal,283.0,3,29.99
60008-1,Museum Break-in,2013,City,Police,Modern day,Normal,563.0,6,69.99
60009-1,Helicopter Arrest,2013,City,Police,Modern day,Normal,352.0,5,49.99
60010-2,Fire Helicopter,2013,City,Fire,Modern day,Normal,232.0,2,39.99
60011-1,Surfer Rescue,2013,City,Coast Guard,Modern day,Normal,32.0,2,6.99
60012-1,Coast Guard 4x4 & Diving Boat,2013,City,Coast Guard,Modern day,Normal,128.0,2,19.99
60013-1,Coast Guard Helicopter,2013,City,Coast Guard,Modern day,Normal,230.0,4,39.99
60014-1,Coast Guard Patrol,2013,City,Coast Guard,Modern day,Normal,449.0,6,79.99
60015-1,Coast Guard Plane,2013,City,Coast Guard,Modern day,Normal,279.0,3,44.99
60016-1,Tanker Truck,2013,City,Great Vehicles,Modern day,Normal,191.0,1,19.99
60017-1,Flatbed Truck,2013,City,Great Vehicles,Modern day,Normal,212.0,2,19.99
60018-1,Cement Mixer,2013,City,Great Vehicles,Modern day,Normal,221.0,2,19.99
60019-1,Stunt Plane,2013,City,Racing,Modern day,Normal,140.0,2,19.99
60020-1,Cargo Truck,2013,City,Cargo,Modern day,Normal,321.0,3,39.99
60021-1,Cargo Heliplane,2013,City,Cargo,Modern day,Normal,393.0,3,44.99
60022-1,Cargo Terminal,2013,City,Cargo,Modern day,Normal,658.0,5,99.99
60023-1,LEGO City Starter Set,2013,City,Traffic,Modern day,Normal,272.0,5,29.99
60024-1,City Advent Calendar,2013,City,Seasonal,Modern day,Normal,244.0,8,29.99
60025-1,Grand Prix Truck,2013,City,Great Vehicles,Modern day,Normal,315.0,3,29.99
60026-1,Town Square,2013,City,Town,Modern day,Normal,914.0,9,119.99
60027-1,Monster Truck Transporter,2013,City,Great Vehicles,Modern day,Normal,299.0,3,29.99
70000-1,Razcal's Glider,2013,Legends of Chima,The Power of the CHI,Action/Adventure,Normal,109.0,1,11.99
70001-1,Crawley's Claw Ripper,2013,Legends of Chima,The Power of the CHI,Action/Adventure,Normal,139.0,2,14.99
70002-1,Lennox' Lion Attack,2013,Legends of Chima,The Power of the CHI,Action/Adventure,Normal,230.0,2,24.99
70003-1,Eris' Eagle Interceptor,2013,Legends of Chima,The Power of the CHI,Action/Adventure,Normal,348.0,3,34.99
70004-1,Wakz' Pack Tracker,2013,Legends of Chima,The Power of the CHI,Action/Adventure,Normal,297.0,3,29.99
70005-1,Laval's Royal Fighter,2013,Legends of Chima,The Power of the CHI,Action/Adventure,Normal,417.0,3,39.99
70006-1,Cragger's Command Ship,2013,Legends of Chima,The Power of the CHI,Action/Adventure,Normal,609.0,6,79.99
70007-1,Eglor's Twin Bike,2013,Legends of Chima,The Power of the CHI,Action/Adventure,Normal,223.0,2,24.99
70008-1,Gorzan's Gorilla Striker,2013,Legends of Chima,The Power of the CHI,Action/Adventure,Normal,505.0,4,49.99
70009-1,Worriz's Combat Lair,2013,Legends of Chima,The Power of the CHI,Action/Adventure,Normal,664.0,6,69.99
70010-1,The Lion CHI Temple,2013,Legends of Chima,The Power of the CHI,Action/Adventure,Normal,1258.0,7,119.99
70011-1,Eagles' Castle,2013,Legends of Chima,Speedorz,Action/Adventure,Normal,369.0,3,39.99
70012-2,Razar's CHI Raider,2013,Legends of Chima,The Power of the CHI,Action/Adventure,Normal,412.0,3,39.99
70013-1,Equila's Ultra Striker,2013,Legends of Chima,The Power of the CHI,Action/Adventure,Normal,339.0,3,39.99
70014-1,The Croc Swamp Hideout,2013,Legends of Chima,The Power of the CHI,Action/Adventure,Normal,647.0,5,69.99
70100-1,Ring of Fire,2013,Legends of Chima,Speedorz,Action/Adventure,Normal,83.0,1,14.99
70101-1,Target Practice,2013,Legends of Chima,Speedorz,Action/Adventure,Normal,101.0,1,14.99
70102-1,CHI Waterfall,2013,Legends of Chima,Speedorz,Action/Adventure,Normal,106.0,1,14.99
70103-1,Boulder Bowling,2013,Legends of Chima,Speedorz,Action/Adventure,Normal,93.0,1,14.99
70104-1,Jungle Gates,2013,Legends of Chima,Speedorz,Action/Adventure,Normal,81.0,1,14.99
70105-1,Nest Dive,2013,Legends of Chima,Speedorz,Action/Adventure,Normal,97.0,1,14.99
70106-1,Ice Tower,2013,Legends of Chima,Speedorz,Action/Adventure,Normal,101.0,1,14.99
70107-1,Skunk Attack,2013,Legends of Chima,Speedorz,Action/Adventure,Normal,97.0,1,14.99
70108-1,Royal Roost,2013,Legends of Chima,Speedorz,Action/Adventure,Normal,105.0,1,14.99
70109-1,Whirling Vines,2013,Legends of Chima,Speedorz,Action/Adventure,Normal,77.0,1,14.99
70110-1,Tower Target,2013,Legends of Chima,Speedorz,Action/Adventure,Normal,92.0,1,14.99
70111-1,Swamp Jump,2013,Legends of Chima,Speedorz,Action/Adventure,Normal,91.0,1,14.99
70112-1,Croc Chomp,2013,Legends of Chima,Speedorz,Action/Adventure,Normal,105.0,1,14.99
70113-1,CHI Battles,2013,Legends of Chima,Speedorz,Action/Adventure,Normal,92.0,2,19.99
70114-1,Sky Joust,2013,Legends of Chima,Speedorz,Action/Adventure,Normal,117.0,2,19.99
70115-1,Ultimate Speedor Tournament,2013,Legends of Chima,Speedorz,Action/Adventure,Normal,246.0,2,29.99
70200-1,CHI Laval,2013,Legends of Chima,Buildable Figures,Action/Adventure,Normal,55.0,0,14.99
70201-1,CHI Eris,2013,Legends of Chima,Buildable Figures,Action/Adventure,Normal,67.0,0,14.99
70202-1,CHI Gorzan,2013,Legends of Chima,Buildable Figures,Action/Adventure,Normal,59.0,0,14.99
70203-1,CHI Cragger,2013,Legends of Chima,Buildable Figures,Action/Adventure,Normal,65.0,0,14.99
70204-1,CHI Worriz,2013,Legends of Chima,Buildable Figures,Action/Adventure,Normal,55.0,0,14.99
70205-1,CHI Razar,2013,Legends of Chima,Buildable Figures,Action/Adventure,Normal,68.0,0,14.99
70400-1,Forest Ambush,2013,Castle,,Historical,Normal,90.0,4,11.99
70401-1,Gold Getaway,2013,Castle,,Historical,Normal,199.0,3,19.99
70402-1,The Gatehouse Raid,2013,Castle,,Historical,Normal,248.0,4,29.99
70403-1,Dragon Mountain,2013,Castle,,Historical,Normal,376.0,5,49.99
70404-1,King's Castle,2013,Castle,,Historical,Normal,996.0,7,99.99
70500-1,Kai's Fire Mech,2013,Ninjago,The Final Battle,Action/Adventure,Normal,102.0,2,9.99
70501-1,Warrior Bike,2013,Ninjago,The Final Battle,Action/Adventure,Normal,210.0,2,19.99
70502-1,Cole's Earth Driller,2013,Ninjago,The Final Battle,Action/Adventure,Normal,171.0,2,19.99
70503-1,The Golden Dragon,2013,Ninjago,The Final Battle,Action/Adventure,Normal,252.0,3,29.99
70504-1,Garmatron,2013,Ninjago,The Final Battle,Action/Adventure,Normal,328.0,3,39.99
70505-1,Temple of Light,2013,Ninjago,The Final Battle,Action/Adventure,Normal,565.0,5,69.99
70700-1,Space Swarmer,2013,Space,Galaxy Squad,Action/Adventure,Normal,86.0,2,11.99
70701-1,Swarm Interceptor,2013,Space,Galaxy Squad,Action/Adventure,Normal,218.0,2,19.99
70702-1,Warp Stinger,2013,Space,Galaxy Squad,Action/Adventure,Normal,310.0,3,29.99
70703-1,Star Slicer,2013,Space,Galaxy Squad,Action/Adventure,Normal,311.0,3,39.99
70704-1,Vermin Vaporizer,2013,Space,Galaxy Squad,Action/Adventure,Normal,506.0,3,59.99
70705-1,Bug Obliterator,2013,Space,Galaxy Squad,Action/Adventure,Normal,711.0,4,79.99
70706-1,Crater Creeper,2013,Space,Galaxy Squad,Action/Adventure,Normal,171.0,2,19.99
70707-1,CLS-89 Eradicator Mech,2013,Space,Galaxy Squad,Action/Adventure,Normal,440.0,2,39.99
70708-1,Hive Crawler,2013,Space,Galaxy Squad,Action/Adventure,Normal,560.0,3,69.99
70709-1,Galactic Titan,2013,Space,Galaxy Squad,Action/Adventure,Normal,1012.0,5,99.99
71000-9,Fortune Teller,2013,Collectable Minifigures,Series 9,Miscellaneous,Normal,7.0,1,2.99
71000-10,Judge,2013,Collectable Minifigures,Series 9,Miscellaneous,Normal,7.0,1,2.99
71001-9,Paintball Player,2013,Collectable Minifigures,Series 10,Miscellaneous,Normal,7.0,1,2.99
71002-9,Mountain Climber,2013,Collectable Minifigures,Series 11,Miscellaneous,Normal,7.0,1,2.99
75000-1,Clone Troopers vs. Droidekas,2013,Star Wars,Episode II,Licensed,Normal,124.0,4,12.99
75001-1,Republic Troopers vs. Sith Troopers,2013,Star Wars,The Old Republic,Licensed,Normal,63.0,4,12.99
75002-1,AT-RT,2013,Star Wars,The Clone Wars,Licensed,Normal,222.0,4,19.99
75003-1,A-wing Starfighter,2013,Star Wars,Episode VI,Licensed,Normal,177.0,3,24.99
75004-1,Z-95 Headhunter,2013,Star Wars,The Clone Wars,Licensed,Normal,373.0,3,49.99
75005-1,Rancor Pit,2013,Star Wars,Episode VI,Licensed,Normal,380.0,4,59.99
75006-1,Jedi Starfighter & Planet Kamino,2013,Star Wars,Planet Set,Licensed,Normal,61.0,1,9.99
75007-1,Republic Assault Ship & Planet Coruscant,2013,Star Wars,Planet Set,Licensed,Normal,74.0,1,9.99
75008-1,TIE Bomber & Asteroid Field,2013,Star Wars,Planet Set,Licensed,Normal,60.0,1,9.99
75012-1,BARC Speeder with Sidecar,2013,Star Wars,The Clone Wars,Licensed,Normal,226.0,4,24.99
75013-1,Umbaran MHC (Mobile Heavy Cannon),2013,Star Wars,The Clone Wars,Licensed,Normal,493.0,4,49.99
75014-1,Battle of Hoth,2013,Star Wars,Episode V,Licensed,Normal,426.0,7,49.99
75015-1,Corporate Alliance Tank Droid,2013,Star Wars,Episode II,Licensed,Normal,271.0,3,19.99
75016-1,Homing Spider Droid,2013,Star Wars,Episode II,Licensed,Normal,295.0,5,29.99
75017-1,Duel on Geonosis,2013,Star Wars,Episode II,Licensed,Normal,391.0,4,39.99
75018-1,JEK-14's Stealth Starfighter,2013,Star Wars,Original Content,Licensed,Normal,550.0,4,69.99
75019-1,AT-TE ,2013,Star Wars,Episode II,Licensed,Normal,794.0,5,89.99
75020-1,Jabba's Sail Barge,2013,Star Wars,Episode VI,Licensed,Normal,850.0,6,119.99
75021-1,Republic Gunship,2013,Star Wars,Episode II,Licensed,Normal,1175.0,7,119.99
75022-1,Mandalorian Speeder,2013,Star Wars,The Clone Wars,Licensed,Normal,211.0,3,24.99
75023-1,Star Wars Advent Calendar,2013,Star Wars,Seasonal,Licensed,Normal,254.0,9,39.99
75024-1,HH-87 Starhopper,2013,Star Wars,The Clone Wars,Licensed,Normal,362.0,3,39.99
75025-1,Jedi Defender-class Cruiser,2013,Star Wars,The Old Republic,Licensed,Normal,927.0,4,89.99
76000-1,Arctic Batman vs. Mr. Freeze: Aquaman on Ice,2013,DC Comics Super Heroes,Batman,Licensed,Normal,198.0,3,19.99
76001-1,The Bat vs. Bane: Tumbler Chase,2013,DC Comics Super Heroes,The Dark Knight Trilogy,Licensed,Normal,368.0,3,39.99
76002-1,Superman Metropolis Showdown,2013,DC Comics Super Heroes,DC Extended Universe,Licensed,Normal,119.0,2,12.99
76003-1,Superman: Battle of Smallville,2013,DC Comics Super Heroes,DC Extended Universe,Licensed,Normal,418.0,5,49.99
76004-1,Spider-Man: Spider-Cycle Chase,2013,Marvel Super Heroes,Ultimate Spider-Man,Licensed,Normal,237.0,3,19.99
76005-1,Spider-Man: Daily Bugle Showdown,2013,Marvel Super Heroes,Ultimate Spider-Man,Licensed,Normal,476.0,5,49.99
76006-1,Iron Man: Extremis Sea Port Battle ,2013,Marvel Super Heroes,Iron Man 3,Licensed,Normal,195.0,3,19.99
76007-1,Iron Man: Malibu Mansion Attack,2013,Marvel Super Heroes,Iron Man 3,Licensed,Normal,364.0,5,39.99
76008-1,Iron Man vs. The Mandarin: Ultimate Showdown,2013,Marvel Super Heroes,Iron Man 3,Licensed,Normal,91.0,2,12.99
76009-1,Superman: Black Zero Escape,2013,DC Comics Super Heroes,DC Extended Universe,Licensed,Normal,168.0,3,19.99
850581-1,Friends Brick Calendar,2013,Friends,Accessories,Modern day,Extended,140.0,0,14.99
850591-1,Friends Name Sign,2013,Friends,Accessories,Modern day,Extended,29.0,0,12.99
850617-1,Police Accessory Pack,2013,City,Police,Modern day,Extended,34.0,4,14.99
850618-1,Fire Accessory Pack,2013,City,Fire,Modern day,Extended,43.0,4,14.99
850632-1,Samurai Accessory Set,2013,Ninjago,The Final Battle,Action/Adventure,Extended,36.0,4,14.99
850777-1,Legends of Chima Accessory Set,2013,Legends of Chima,Miscellaneous,Action/Adventure,Extended,34.0,0,12.99
850779-1,Legends of Chima Minifigure Accessory Set,2013,Legends of Chima,The Power of the CHI,Action/Adventure,Extended,42.0,4,14.99
850791-1,LEGO Minifigure Birthday Set,2013,Seasonal,Birthday,Miscellaneous,Extended,28.0,2,7.99
850842-1,Fire Truck Holiday Bauble,2013,Seasonal,Christmas,Miscellaneous,Extended,34.0,0,7.99
850843-1,T-Rex Holiday Bauble,2013,Seasonal,Christmas,Miscellaneous,Extended,25.0,0,7.99
850849-1,Doghouse Holiday Bauble,2013,Seasonal,Christmas,Miscellaneous,Extended,29.0,0,7.99
850850-1,Santa Holiday Bauble,2013,Seasonal,Christmas,Miscellaneous,Extended,23.0,0,7.99
850851-1,Tree Holiday Bauble,2013,Seasonal,Christmas,Miscellaneous,Extended,26.0,0,7.99
850852-1,Reindeer Holiday Bauble,2013,Seasonal,Christmas,Miscellaneous,Extended,21.0,0,7.99
10521-1,Baby Calf,2014,Duplo,,Pre-school,Normal,9.0,1,6.99
10522-1,Farm Animals,2014,Duplo,,Pre-school,Normal,12.0,0,9.99
10524-1,Farm Tractor,2014,Duplo,,Pre-school,Normal,29.0,1,19.99
10525-1,Big Farm,2014,Duplo,,Pre-school,Normal,121.0,2,59.99
10526-1,Peter Pan's Visit,2014,Duplo,Jake and the Never Land Pirates,Pre-school,Normal,39.0,2,29.99
10527-1,Ambulance,2014,Duplo,,Pre-school,Normal,14.0,1,14.99
10528-1,School Bus,2014,Duplo,,Pre-school,Normal,26.0,3,19.99
10529-1,Truck,2014,Duplo,,Pre-school,Normal,16.0,1,14.99
10532-1,My First Police Set,2014,Duplo,,Pre-school,Normal,39.0,2,24.99
10538-1,Fire and Rescue Team,2014,Duplo,Planes,Pre-school,Normal,30.0,3,29.99
10539-1,Beach Racing,2014,Duplo,Jake and the Never Land Pirates,Pre-school,Normal,37.0,1,24.99
10542-1,Sleeping Beauty's Fairy Tale,2014,Duplo,Disney Princess,Pre-school,Normal,55.0,2,34.99
10543-1,Superman Rescue,2014,Duplo,Superman,Pre-school,Normal,19.0,1,19.99
10544-1,The Joker Challenge,2014,Duplo,Batman,Pre-school,Normal,40.0,2,29.99
10545-1,Batcave Adventure,2014,Duplo,Batman,Pre-school,Normal,59.0,2,49.99
10546-1,My First Shop,2014,Duplo,,Pre-school,Normal,39.0,2,24.99
10565-1,Creative Suitcase,2014,Duplo,,Pre-school,Normal,135.0,0,59.99
10566-1,Creative Picnic,2014,Duplo,,Pre-school,Normal,52.0,0,24.99
10567-1,Toddler Build and Boat Fun,2014,Duplo,,Pre-school,Normal,18.0,0,19.99
10568-1,Knight Tournament,2014,Duplo,,Pre-school,Normal,16.0,1,9.99
10569-1,Treasure Attack,2014,Duplo,,Pre-school,Normal,46.0,3,29.99
10570-1,All-in-One Gift Set,2014,Duplo,,Pre-school,Normal,30.0,0,14.99
10571-1,All-in-One-Pink-Box-of-Fun,2014,Duplo,,Pre-school,Normal,65.0,1,29.99
10572-1,All-in-One-Box-of-Fun,2014,Duplo,,Pre-school,Normal,65.0,1,29.99
10573-1,Creative Animals,2014,Duplo,,Pre-school,Normal,25.0,0,14.99
10574-1,Creative Ice Cream,2014,Duplo,,Pre-school,Normal,24.0,0,14.99
10575-1,Creative Building Cube,2014,Duplo,,Pre-school,Normal,75.0,0,29.99
10576-1,Zoo Care,2014,Duplo,,Pre-school,Normal,9.0,1,6.99
10577-1,Big Royal Castle,2014,Duplo,,Pre-school,Normal,135.0,4,59.99
10579-1,Clubhouse Cafe,2014,Duplo,Mickey Mouse Clubhouse,Pre-school,Normal,16.0,0,12.99
10580-1,Deluxe Box of Fun,2014,Duplo,,Pre-school,Normal,95.0,2,49.99
10682-1,Creative Suitcase,2014,Bricks and More,,Basic,Normal,1000.0,0,59.99
21019-1,The Eiffel Tower,2014,Architecture,Landmark Series,Model making,Normal,321.0,0,34.99
21020-1,Trevi Fountain,2014,Architecture,Landmark Series,Model making,Normal,731.0,0,49.99
31013-1,Red Thunder,2014,Creator,3 in 1,Model making,Normal,66.0,0,4.99
31014-1,Power Digger,2014,Creator,3 in 1,Model making,Normal,64.0,0,4.99
31015-1,Emerald Express,2014,Creator,3 in 1,Model making,Normal,56.0,0,4.99
31017-1,Sunset Speeder,2014,Creator,3 in 1,Model making,Normal,119.0,0,12.99
31018-1,Highway Cruiser,2014,Creator,3 in 1,Model making,Normal,129.0,0,12.99
31019-1,Forest Animals,2014,Creator,3 in 1,Model making,Normal,272.0,0,19.99
31020-1,Twinblade Adventures,2014,Creator,3 in 1,Model making,Normal,216.0,0,17.99
31021-1,Furry Creatures,2014,Creator,3 in 1,Model making,Normal,285.0,0,19.99
31022-1,Turbo Quad,2014,Creator,3 in 1,Model making,Normal,186.0,0,24.99
31023-1,Yellow Racers,2014,Creator,3 in 1,Model making,Normal,328.0,0,29.99
31024-1,Roaring Power,2014,Creator,3 in 1,Model making,Normal,374.0,0,29.99
31025-1,Mountain Hut,2014,Creator,3 in 1,Model making,Normal,550.0,1,39.99
31026-1,Bike Shop & Cafe,2014,Creator,3 in 1,Model making,Normal,1023.0,3,89.99
40085-1,LEGO Valentine,2014,Seasonal,Valentine's Day,Miscellaneous,Normal,127.0,0,9.99
40086-1,LEGO Easter,2014,Seasonal,Easter,Miscellaneous,Normal,106.0,0,9.99
40090-1,Halloween Bat,2014,Seasonal,Halloween,Miscellaneous,Normal,156.0,0,9.99
40091-1,Thanksgiving Turkey,2014,Seasonal,Thanksgiving,Miscellaneous,Normal,125.0,0,9.99
40092-1,Reindeer,2014,Seasonal,Christmas,Miscellaneous,Normal,139.0,0,9.99
40093-1,Snowman,2014,Seasonal,Christmas,Miscellaneous,Normal,140.0,0,9.99
40110-1,LEGO City Coin Bank,2014,City,Police,Modern day,Normal,122.0,1,14.99
40112-1,Catwalk Phone Stand,2014,Friends,Accessories,Modern day,Normal,144.0,0,14.99
40114-1,LEGO® Friends Buildable Jewelry Box,2014,Friends,Accessories,Modern day,Normal,201.0,0,14.99
41026-1,Sunshine Harvest,2014,Friends,Farm,Modern day,Normal,233.0,1,19.99
41027-1,Mia's Lemonade Stand,2014,Friends,General,Modern day,Normal,112.0,1,9.99
41028-1,Emma's Lifeguard Post,2014,Friends,Beach,Modern day,Normal,78.0,1,9.99
41029-1,Stephanie's New Born Lamb,2014,Friends,Pets,Modern day,Normal,78.0,1,9.99
41030-1,Olivia's Ice Cream Bike,2014,Friends,Park,Modern day,Normal,98.0,1,9.99
41031-1,Andrea's Mountain Hut,2014,Friends,Great Outdoors,Modern day,Normal,119.0,1,9.99
41032-1,First Aid Jungle Bike,2014,Friends,Jungle Rescue,Modern day,Normal,156.0,1,14.99
41033-1,Jungle Falls Rescue,2014,Friends,Jungle Rescue,Modern day,Normal,183.0,1,19.99
41034-1,Summer Caravan,2014,Friends,Summer,Modern day,Normal,297.0,2,29.99
41035-1,Heartlake Juice Bar,2014,Friends,Heartlake City,Modern day,Normal,277.0,2,29.99
41036-1,Jungle Bridge Rescue,2014,Friends,Jungle Rescue,Modern day,Normal,365.0,2,29.99
41037-1,Stephanie's Beach House,2014,Friends,Beach,Modern day,Normal,369.0,2,39.99
41038-1,Jungle Rescue Base,2014,Friends,Jungle Rescue,Modern day,Normal,472.0,2,59.99
41039-1,Sunshine Ranch,2014,Friends,Farm,Modern day,Normal,721.0,2,69.99
41040-1,Friends Advent Calendar,2014,Friends,Seasonal,Modern day,Normal,228.0,2,29.99
41041-1,Turtle's Little Paradise,2014,Friends,Animals series 4,Modern day,Normal,43.0,0,3.99
41042-1,Tiger's Beautiful Temple,2014,Friends,Animals series 4,Modern day,Normal,42.0,0,3.99
41043-1,Penguin's Playground,2014,Friends,Animals series 4,Modern day,Normal,46.0,0,3.99
41044-1,Macaw's Fountain,2014,Friends,Animals series 5,Modern day,Normal,39.0,0,3.99
41045-1,Orangutan's Banana Tree,2014,Friends,Animals series 5,Modern day,Normal,37.0,0,3.99
41046-1,Brown Bear's River,2014,Friends,Animals series 5,Modern day,Normal,37.0,0,3.99
41056-1,Heartlake News Van,2014,Friends,Traffic,Modern day,Normal,278.0,2,24.99
41057-1,Heartlake Horse Show,2014,Friends,Sports,Modern day,Normal,355.0,2,39.99
41058-1,Heartlake Shopping Mall,2014,Friends,Heartlake City,Modern day,Normal,1120.0,4,109.99
41059-1,Jungle Tree Sanctuary,2014,Friends,Jungle Rescue,Modern day,Normal,320.0,1,29.99
41500-1,Flain,2014,Mixels,Series 1,Miscellaneous,Normal,58.0,0,4.99
41501-1,Vulk,2014,Mixels,Series 1,Miscellaneous,Normal,69.0,0,4.99
41502-1,Zorch,2014,Mixels,Series 1,Miscellaneous,Normal,45.0,0,4.99
41503-1,Krader,2014,Mixels,Series 1,Miscellaneous,Normal,66.0,0,4.99
41504-1,Seismo,2014,Mixels,Series 1,Miscellaneous,Normal,50.0,0,4.99
41505-1,Shuff,2014,Mixels,Series 1,Miscellaneous,Normal,51.0,0,4.99
41506-1,Teslo,2014,Mixels,Series 1,Miscellaneous,Normal,54.0,0,4.99
41507-1,Zaptor,2014,Mixels,Series 1,Miscellaneous,Normal,61.0,0,4.99
41508-1,Volectro,2014,Mixels,Series 1,Miscellaneous,Normal,70.0,0,4.99
41509-1,Slumbo,2014,Mixels,Series 2,Miscellaneous,Normal,61.0,0,4.99
41510-1,Lunk,2014,Mixels,Series 2,Miscellaneous,Normal,51.0,0,4.99
41511-1,Flurr,2014,Mixels,Series 2,Miscellaneous,Normal,46.0,0,4.99
41512-1,Chomly,2014,Mixels,Series 2,Miscellaneous,Normal,68.0,0,4.99
41513-1,Gobba,2014,Mixels,Series 2,Miscellaneous,Normal,57.0,0,4.99
41514-1,Jawg,2014,Mixels,Series 2,Miscellaneous,Normal,61.0,0,4.99
41515-1,Kraw,2014,Mixels,Series 2,Miscellaneous,Normal,70.0,0,4.99
41516-1,Tentro,2014,Mixels,Series 2,Miscellaneous,Normal,69.0,0,4.99
41517-1,Balk,2014,Mixels,Series 2,Miscellaneous,Normal,68.0,0,4.99
41518-1,Glomp,2014,Mixels,Series 3,Miscellaneous,Normal,64.0,0,4.99
41519-1,Glurt,2014,Mixels,Series 3,Miscellaneous,Normal,62.0,0,4.99
41520-1,Torts,2014,Mixels,Series 3,Miscellaneous,Normal,48.0,0,4.99
41521-1,Footi,2014,Mixels,Series 3,Miscellaneous,Normal,72.0,0,4.99
41522-1,Scorpi,2014,Mixels,Series 3,Miscellaneous,Normal,70.0,0,4.99
41523-1,Hoogi,2014,Mixels,Series 3,Miscellaneous,Normal,69.0,0,4.99
41524-1,Mesmo,2014,Mixels,Series 3,Miscellaneous,Normal,64.0,0,4.99
41525-1,Magnifo,2014,Mixels,Series 3,Miscellaneous,Normal,61.0,0,4.99
41526-1,Wizwuz,2014,Mixels,Series 3,Miscellaneous,Normal,70.0,0,4.99
42020-1,Twin-rotor Helicopter,2014,Technic,,Technical,Normal,145.0,0,12.99
42021-1,Snowmobile,2014,Technic,,Technical,Normal,186.0,0,19.99
42022-1,Hot Rod,2014,Technic,,Technical,Normal,414.0,0,39.99
42023-1,Construction Crew,2014,Technic,,Technical,Normal,833.0,0,69.99
42024-1,Container Truck,2014,Technic,,Technical,Normal,948.0,0,79.99
42025-1,Cargo Plane,2014,Technic,,Technical,Normal,1297.0,0,139.99
42026-1,Black Champion Racer,2014,Technic,,Technical,Normal,137.0,0,19.99
42027-1,Desert Racer,2014,Technic,,Technical,Normal,148.0,0,19.99
42028-1,Bulldozer,2014,Technic,,Technical,Normal,617.0,0,49.99
42029-1,Customised Pick-Up Truck,2014,Technic,,Technical,Normal,1063.0,0,99.99
42030-1,Volvo L350F Wheel Loader,2014,Technic,,Technical,Normal,1636.0,0,249.99
44015-1,EVO Walker,2014,HERO Factory,Invasion From Below,Constraction,Normal,51.0,4,9.99
44016-1,JAW Beast vs. STORMER,2014,HERO Factory,Invasion From Below,Constraction,Normal,49.0,1,9.99
44017-1,STORMER Freeze Machine,2014,HERO Factory,Invasion From Below,Constraction,Normal,88.0,3,14.99
44018-1,FURNO Jet Machine,2014,HERO Factory,Invasion From Below,Constraction,Normal,79.0,2,14.99
44019-1,ROCKA Stealth Machine,2014,HERO Factory,Invasion From Below,Constraction,Normal,89.0,2,14.99
44020-1,FLYER Beast vs. BREEZ,2014,HERO Factory,Invasion From Below,Constraction,Normal,91.0,1,14.99
