set_id,name,year,theme,subtheme,themeGroup,category,pieces,minifigs,US_retailPrice
4624-1,Brick Box Green,2012,Duplo,,Pre-school,Normal,31.0,0,14.99
4625-1,Pink Brick Box,2012,Bricks and More,,Basic,Normal,224.0,1,14.99
4626-1,Farm Brick Box,2012,Bricks and More,,Basic,Normal,232.0,1,14.99
4627-1,Fun With Bricks,2012,Duplo,,Pre-school,Normal,85.0,0,29.99
4628-1,Fun With Bricks,2012,Bricks and More,,Basic,Normal,600.0,0,29.99
4629-1,Build & Play Box,2012,Duplo,,Pre-school,Normal,150.0,0,59.99
4631-1,My First Build,2012,Duplo,,Pre-school,Normal,59.0,1,24.99
4632-1,Building Plates,2012,Duplo,Accessories,Pre-school,Normal,3.0,0,9.99
4635-1,Fun With Vehicles,2012,Bricks and More,,Basic,Normal,525.0,2,29.99
4636-1,Police Building Set,2012,Bricks and More,,Basic,Normal,130.0,2,9.99
4637-1,Safari Building Set,2012,Bricks and More,,Basic,Normal,152.0,2,9.99
6132-1,Red,2012,Duplo,Cars,Pre-school,Normal,13.0,1,14.99
6133-1,Race Day,2012,Duplo,Cars,Pre-school,Normal,26.0,2,24.99
6134-1,Siddeley Saves The Day,2012,Duplo,Cars,Pre-school,Normal,34.0,3,34.99
6141-1,My First Farm,2012,Duplo,Farm,Pre-school,Normal,62.0,1,24.99
6151-1,Sleeping Beauty's Room,2012,Duplo,Disney Princess,Pre-school,Normal,16.0,1,12.99
6152-1,Snow White's Cottage,2012,Duplo,Disney Princess,Pre-school,Normal,28.0,1,14.99
6153-1,Cinderella's Carriage,2012,Duplo,Disney Princess,Pre-school,Normal,20.0,1,24.99
6154-1,Cinderella's Castle,2012,Duplo,Disney Princess,Pre-school,Normal,77.0,2,39.99
6156-1,Photo Safari,2012,Duplo,Zoo,Pre-school,Normal,67.0,3,59.99
6157-1,The Big Zoo,2012,Duplo,Zoo,Pre-school,Normal,147.0,4,89.99
6158-1,Animal Clinic,2012,Duplo,Zoo,Pre-school,Normal,62.0,2,39.99
6169-1,Fire Chief,2012,Duplo,Fire,Pre-school,Normal,6.0,1,9.99
6171-1,Gas Station,2012,Duplo,,Pre-school,Normal,45.0,2,29.99
6172-1,Zoo Truck,2012,Duplo,Zoo,Pre-school,Normal,8.0,1,19.99
6173-1,Panda,2012,Duplo,Zoo,Pre-school,Normal,8.0,1,7.99
6200-2,EVO,2012,HERO Factory,Breakout,Constraction,Normal,36.0,0,8.99
6201-1,TOXIC REAPA,2012,HERO Factory,Breakout,Constraction,Normal,42.0,0,8.99
6202-1,ROCKA,2012,HERO Factory,Breakout,Constraction,Normal,55.0,0,12.99
6203-1,BLACK PHANTOM,2012,HERO Factory,Breakout,Constraction,Normal,124.0,0,19.99
6216-1,JAWBLADE,2012,HERO Factory,Breakout,Constraction,Normal,45.0,0,8.99
6217-1,SURGE,2012,HERO Factory,Breakout,Constraction,Normal,39.0,0,8.99
6218-1,SPLITFACE,2012,HERO Factory,Breakout,Constraction,Normal,50.0,0,12.99
6221-1,NEX,2012,HERO Factory,Breakout,Constraction,Normal,39.0,0,8.99
6222-1,CORE HUNTER,2012,HERO Factory,Breakout,Constraction,Normal,51.0,0,12.99
6223-1,BULK,2012,HERO Factory,Breakout,Constraction,Normal,61.0,0,12.99
6227-1,BREEZ,2012,HERO Factory,Breakout,Constraction,Normal,55.0,0,12.99
6228-1,THORNRAXX,2012,HERO Factory,Breakout,Constraction,Normal,44.0,0,12.99
6229-1,XT4,2012,HERO Factory,Breakout,Constraction,Normal,39.0,0,8.99
6230-1,STORMER XL,2012,HERO Factory,Breakout,Constraction,Normal,89.0,0,34.99
6231-1,SPEEDA DEMON,2012,HERO Factory,Breakout,Constraction,Normal,192.0,0,34.99
6282-1,STRINGER,2012,HERO Factory,Breakout,Constraction,Normal,42.0,0,8.99
6283-1,VOLTIX,2012,HERO Factory,Breakout,Constraction,Normal,61.0,0,12.99
6293-1,FURNO,2012,HERO Factory,Breakout,Constraction,Normal,56.0,0,12.99
6758-1,Grow Caterpillar Grow!,2012,Duplo,,Pre-school,Normal,17.0,0,12.99
6759-1,Busy Farm,2012,Duplo,,Pre-school,Normal,15.0,0,12.99
6760-1,Let's Go! Vroom!,2012,Duplo,,Pre-school,Normal,12.0,0,12.99
6784-1,Creative Sorter,2012,Duplo,,Pre-school,Normal,23.0,0,19.99
6785-1,Creative Cakes,2012,Duplo,,Pre-school,Normal,55.0,0,24.99
6857-1,The Dynamic Duo Funhouse Escape,2012,DC Comics Super Heroes,Batman,Licensed,Normal,380.0,5,39.99
6858-1,Catwoman Catcycle City Chase,2012,DC Comics Super Heroes,Batman,Licensed,Normal,89.0,2,12.99
6860-1,The Batcave,2012,DC Comics Super Heroes,Batman,Licensed,Normal,690.0,5,69.99
6862-2,Superman vs. Power Armor Lex,2012,DC Comics Super Heroes,Superman,Licensed,Normal,207.0,3,19.99
6863-1,Batwing Battle Over Gotham City,2012,DC Comics Super Heroes,Batman,Licensed,Normal,278.0,3,34.99
6864-1,Batmobile and the Two-Face Chase,2012,DC Comics Super Heroes,Batman,Licensed,Normal,531.0,5,49.99
6865-1,Captain America's Avenging Cycle,2012,Marvel Super Heroes,The Avengers,Licensed,Normal,72.0,3,12.99
6866-1,Wolverine's Chopper Showdown,2012,Marvel Super Heroes,X-Men,Licensed,Normal,199.0,3,19.99
6867-1,Loki's Cosmic Cube Escape,2012,Marvel Super Heroes,The Avengers,Licensed,Normal,181.0,3,19.99
6868-1,Hulk's Helicarrier Breakout,2012,Marvel Super Heroes,The Avengers,Licensed,Normal,389.0,4,49.99
6869-1,Quinjet Aerial Battle,2012,Marvel Super Heroes,The Avengers,Licensed,Normal,735.0,5,69.99
6873-1,Spider-Man's Doc Ock Ambush,2012,Marvel Super Heroes,Ultimate Spider-Man,Licensed,Normal,295.0,3,29.99
6910-1,Mini Sports Car,2012,Creator,3 in 1,Model making,Normal,70.0,0,5.99
6911-1,Mini Fire Truck,2012,Creator,3 in 1,Model making,Normal,69.0,0,5.99
6912-1,Super Soarer,2012,Creator,3 in 1,Model making,Normal,130.0,0,14.99
6913-1,Blue Roadster,2012,Creator,3 in 1,Model making,Normal,152.0,0,14.99
6914-1,Prehistoric Hunters,2012,Creator,3 in 1,Model making,Normal,191.0,0,17.99
7291-1,Street Rebel,2012,Creator,3 in 1,Model making,Normal,196.0,0,19.99
7292-1,Propeller Adventures,2012,Creator,3 in 1,Model making,Normal,241.0,0,19.99
7345-1,Transport Chopper,2012,Creator,3 in 1,Model making,Normal,383.0,0,34.99
7346-1,Seaside House,2012,Creator,3 in 1,Model making,Normal,415.0,1,49.99
7347-1,Highway Pickup,2012,Creator,3 in 1,Model making,Normal,805.0,0,79.99
8827-9,Leprechaun,2012,Collectable Minifigures,Series 6,Miscellaneous,Normal,9.0,1,2.99
8827-13,Intergalactic Girl,2012,Collectable Minifigures,Series 6,Miscellaneous,Normal,9.0,1,2.99
8831-9,Tennis Ace,2012,Collectable Minifigures,Series 7,Miscellaneous,Normal,6.0,1,2.99
8831-10,Jungle Boy,2012,Collectable Minifigures,Series 7,Miscellaneous,Normal,7.0,1,2.99
8833-9,Fairy,2012,Collectable Minifigures,Series 8,Miscellaneous,Normal,8.0,1,2.99
9092-1,Crazy Demon,2012,Racers,,Racing,Normal,86.0,1,9.99
9093-1,Bone Cruncher,2012,Racers,,Racing,Normal,87.0,1,9.99
9094-1,Star Striker,2012,Racers,,Racing,Normal,88.0,1,9.99
9095-1,Nitro Predator,2012,Racers,,Racing,Normal,87.0,1,9.99
9390-1,Mini Tow Truck,2012,Technic,,Technical,Normal,136.0,0,11.99
9391-1,Tracked Crane,2012,Technic,,Technical,Normal,218.0,0,19.99
9392-1,Quad Bike,2012,Technic,,Technical,Normal,199.0,0,24.99
9393-1,Tractor,2012,Technic,,Technical,Normal,353.0,0,39.99
9394-1,Jet Plane,2012,Technic,,Technical,Normal,499.0,0,49.99
9395-1,Pick-Up Tow Truck,2012,Technic,,Technical,Normal,954.0,0,69.99
9396-1,Helicopter,2012,Technic,,Technical,Normal,1056.0,0,119.99
9397-1,Logging Truck,2012,Technic,,Technical,Normal,1308.0,0,139.99
9398-1,4x4 Crawler,2012,Technic,,Technical,Normal,1327.0,0,199.99
9440-1,Venomari Shrine,2012,Ninjago,Rise of the Snakes,Action/Adventure,Normal,86.0,1,6.99
9441-1,Kai's Blade Cycle,2012,Ninjago,Rise of the Snakes,Action/Adventure,Normal,188.0,2,14.99
9442-1,Jay's Storm Fighter,2012,Ninjago,Rise of the Snakes,Action/Adventure,Normal,243.0,2,24.99
9443-1,Rattlecopter,2012,Ninjago,Rise of the Snakes,Action/Adventure,Normal,327.0,3,29.99
9444-1,Cole's Tread Assault,2012,Ninjago,Rise of the Snakes,Action/Adventure,Normal,286.0,2,39.99
9445-1,Fangpyre Truck Ambush,2012,Ninjago,Rise of the Snakes,Action/Adventure,Normal,452.0,4,49.99
9446-1,Destiny's Bounty,2012,Ninjago,Rise of the Snakes,Action/Adventure,Normal,680.0,6,79.99
9447-1,Lasha's Bite Cycle,2012,Ninjago,Rise of the Snakes,Action/Adventure,Normal,250.0,2,24.99
9448-1,Samurai Mech,2012,Ninjago,Rise of the Snakes,Action/Adventure,Normal,452.0,3,39.99
9449-1,Ultra Sonic Raider,2012,Ninjago,Rise of the Snakes,Action/Adventure,Normal,622.0,6,79.99
9450-1,Epic Dragon Battle,2012,Ninjago,Rise of the Snakes,Action/Adventure,Normal,915.0,7,119.99
9455-1,Fangpyre Mech,2012,Ninjago,Rise of the Snakes,Action/Adventure,Normal,255.0,2,24.99
9456-1,Spinner Battle Arena,2012,Ninjago,Spinners,Action/Adventure,Normal,418.0,2,39.99
9457-1,Fangpyre Wrecking Ball,2012,Ninjago,Rise of the Snakes,Action/Adventure,Normal,415.0,3,49.99
9478-1,Francesco Bernoulli,2012,Cars,Cars 2,Licensed,Normal,49.0,1,6.99
9479-1,Ivan Mater,2012,Cars,Cars 2,Licensed,Normal,52.0,1,6.99
9480-1,Finn McMissile,2012,Cars,Cars 2,Licensed,Normal,52.0,1,6.99
9481-1,Jeff Gorvette,2012,Cars,Cars 2,Licensed,Normal,54.0,1,6.99
9483-1,Agent Mater's Escape,2012,Cars,Cars 2,Licensed,Normal,144.0,2,14.99
9484-1,Red's Water Rescue,2012,Cars,Cars 2,Licensed,Normal,199.0,2,19.99
9485-1,Ultimate Race Set,2012,Cars,Cars 2,Licensed,Normal,280.0,4,29.99
9486-1,Oil Rig Escape,2012,Cars,Cars 2,Licensed,Normal,422.0,4,49.99
9488-1,Elite Clone Trooper & Commando Droid Battle Pack,2012,Star Wars,The Clone Wars,Licensed,Normal,98.0,4,12.99
9489-1,Endor Rebel Trooper & Imperial Trooper Battle Pack,2012,Star Wars,Episode VI,Licensed,Normal,77.0,4,12.99
9490-1,Droid Escape,2012,Star Wars,Episode IV,Licensed,Normal,137.0,4,19.99
9491-1,Geonosian Cannon,2012,Star Wars,The Clone Wars,Licensed,Normal,132.0,4,19.99
9492-1,TIE Fighter,2012,Star Wars,Episode IV,Licensed,Normal,413.0,4,54.99
9493-1,X-wing Starfighter,2012,Star Wars,Episode IV,Licensed,Normal,560.0,4,59.99
9494-1,Anakin's Jedi Interceptor,2012,Star Wars,Episode III,Licensed,Normal,300.0,5,39.99
9495-1,Gold Leader's Y-wing Starfighter,2012,Star Wars,Episode IV,Licensed,Normal,458.0,3,49.99
9496-1,Desert Skiff,2012,Star Wars,Episode VI,Licensed,Normal,213.0,4,24.99
9497-1,Republic Striker-class Starfighter,2012,Star Wars,The Old Republic,Licensed,Normal,376.0,3,44.99
9498-1,Saesee Tiin's Jedi Starfighter,2012,Star Wars,The Clone Wars,Licensed,Normal,244.0,3,29.99
9499-1,Gungan Sub,2012,Star Wars,Episode I,Licensed,Normal,465.0,4,69.99
9500-1,Sith Fury-class Interceptor,2012,Star Wars,The Old Republic,Licensed,Normal,748.0,3,89.99
9509-1,Star Wars Advent Calendar,2012,Star Wars,Seasonal,Licensed,Normal,234.0,10,49.99
9515-1,Malevolence,2012,Star Wars,The Clone Wars,Licensed,Normal,1101.0,6,119.99
9516-1,Jabba's Palace,2012,Star Wars,Episode VI,Licensed,Normal,717.0,10,119.99
9525-1,Pre Vizsla's Mandalorian Fighter,2012,Star Wars,The Clone Wars,Licensed,Normal,403.0,3,49.99
9526-1,Palpatine's Arrest,2012,Star Wars,Episode III,Licensed,Normal,645.0,6,89.99
9551-1,Kendo Cole,2012,Ninjago,Booster pack,Action/Adventure,Normal,28.0,1,4.99
9552-1,Lloyd Garmadon,2012,Ninjago,Booster pack,Action/Adventure,Normal,26.0,1,4.99
9553-1,Jay ZX,2012,Ninjago,Booster pack,Action/Adventure,Normal,28.0,1,4.99
9554-1,Zane ZX,2012,Ninjago,Booster pack,Action/Adventure,Normal,37.0,1,4.99
9555-1,Mezmo,2012,Ninjago,Booster pack,Action/Adventure,Normal,32.0,1,4.99
9556-1,Bytar,2012,Ninjago,Booster pack,Action/Adventure,Normal,25.0,1,4.99
9557-1,Lizaru,2012,Ninjago,Booster pack,Action/Adventure,Normal,25.0,1,4.99
9558-1,Training Set,2012,Ninjago,Spinners,Action/Adventure,Normal,219.0,1,19.99
9561-1,Kai ZX,2012,Ninjago,Spinners,Action/Adventure,Normal,21.0,1,9.99
9562-1,Lasha,2012,Ninjago,Spinners,Action/Adventure,Normal,21.0,1,9.99
9563-1,Kendo Zane,2012,Ninjago,Spinners,Action/Adventure,Normal,22.0,1,9.99
9564-1,Snappa,2012,Ninjago,Spinners,Action/Adventure,Normal,20.0,1,9.99
9566-1,Samurai X,2012,Ninjago,Spinners,Action/Adventure,Normal,23.0,1,9.99
9567-1,Fang-Suei,2012,Ninjago,Spinners,Action/Adventure,Normal,19.0,1,9.99
9569-1,Spitta,2012,Ninjago,Spinners,Action/Adventure,Normal,20.0,1,9.99
9570-1,NRG Jay,2012,Ninjago,Spinners,Action/Adventure,Normal,20.0,1,9.99
9571-1,Fangdam,2012,Ninjago,Spinners,Action/Adventure,Normal,20.0,1,9.99
9572-1,NRG Cole,2012,Ninjago,Spinners,Action/Adventure,Normal,20.0,1,9.99
9573-1,Slithraa,2012,Ninjago,Spinners,Action/Adventure,Normal,20.0,1,9.99
9574-1,Lloyd ZX,2012,Ninjago,Spinners,Action/Adventure,Normal,23.0,1,9.99
9579-1,Starter Set,2012,Ninjago,Spinners,Action/Adventure,Normal,62.0,2,19.99
9590-1,NRG Zane,2012,Ninjago,Spinners,Action/Adventure,Normal,23.0,1,9.99
9591-1,Weapon Pack,2012,Ninjago,Spinners,Action/Adventure,Normal,73.0,2,19.99
9674-1,Naboo Starfighter & Naboo,2012,Star Wars,Planet Set,Licensed,Normal,56.0,1,9.99
9675-1,Sebulba's Podracer & Tatooine,2012,Star Wars,Planet Set,Licensed,Normal,80.0,1,9.99
9676-1,TIE Interceptor & Death Star,2012,Star Wars,Planet Set,Licensed,Normal,65.0,1,9.99
9677-1,X-wing Starfighter & Yavin 4,2012,Star Wars,Planet Set,Licensed,Normal,77.0,1,9.99
9678-1,Twin-Pod Cloud Car & Bespin,2012,Star Wars,Planet Set,Licensed,Normal,78.0,1,9.99
9679-1,AT-ST & Endor,2012,Star Wars,Planet Set,Licensed,Normal,65.0,1,9.99
10223-1,Kingdoms Joust,2012,Castle,Kingdoms,Historical,Normal,1575.0,9,119.99
10224-1,Town Hall,2012,Advanced models,Modular Buildings Collection,Model making,Normal,2766.0,8,199.99
10225-1,R2-D2,2012,Star Wars,Ultimate Collector Series,Licensed,Normal,2127.0,1,179.99
10226-1,Sopwith Camel,2012,Advanced models,Aircraft,Model making,Normal,883.0,0,99.99
10227-1,B-wing Starfighter,2012,Star Wars,Ultimate Collector Series,Licensed,Normal,1487.0,0,199.99
10229-1,Winter Village Cottage,2012,Advanced models,Winter Village Collection,Model making,Normal,1490.0,8,99.99
10531-1,Mickey Mouse and Friends,2012,Duplo,Mickey,Pre-school,Normal,65.0,0,34.99
21012-1,Sydney Opera House,2012,Architecture,Landmark Series,Model making,Normal,270.0,0,39.99
21013-1,Big Ben,2012,Architecture,Landmark Series,Model making,Normal,346.0,0,29.99
21014-1,Villa Savoye,2012,Architecture,Architect Series,Model making,Normal,660.0,0,69.99
21016-1,Sungnyemun,2012,Architecture,Landmark Series,Model making,Normal,325.0,0,34.99
40029-1,Valentine's Day Box,2012,Seasonal,Valentine's Day,Miscellaneous,Normal,51.0,0,4.99
40030-1,Duck with Ducklings,2012,Seasonal,Easter,Miscellaneous,Normal,51.0,0,4.99
40031-1,Bunny and Chick,2012,Seasonal,Easter,Miscellaneous,Normal,52.0,0,4.99
40032-1,Witch,2012,Seasonal,Halloween,Miscellaneous,Normal,71.0,0,4.99
40033-1,Turkey,2012,Seasonal,Thanksgiving,Miscellaneous,Normal,52.0,0,4.99
40034-1,Christmas Train,2012,Seasonal,Christmas,Miscellaneous,Normal,82.0,0,4.99
40035-1,Rocking Horse,2012,Seasonal,Christmas,Miscellaneous,Normal,49.0,0,4.99
850445-1,Ninjago Character Card Shrine,2012,Ninjago,Promotional,Action/Adventure,Extended,88.0,1,14.99
850449-1,Minifigure Accessory Pack,2012,Collectable Minifigures,Combi-pack,Miscellaneous,Extended,63.0,3,14.99
850486-1,Rock Band Minifigure Accessory Set,2012,Collectable Minifigures,Combi-pack,Miscellaneous,Extended,62.0,3,14.99
850487-1,Halloween Accessory Set,2012,Collectable Minifigures,Combi-pack,Miscellaneous,Extended,58.0,3,14.99
853378-1,LEGO City Accessory Pack,2012,City,Forest Fire,Modern day,Extended,43.0,4,14.99
10236-1,Ewok Village,2013,Star Wars,Ultimate Collector Series,Licensed,Normal,1990.0,17,249.99
10240-1,Red Five X-wing Starfighter,2013,Star Wars,Ultimate Collector Series,Licensed,Normal,1559.0,1,199.99
10500-1,Horse Stable,2013,Duplo,,Pre-school,Normal,44.0,2,29.99
10501-1,Zoo Friends,2013,Duplo,Zoo,Pre-school,Normal,5.0,0,4.99
10502-1,Zoo Bus,2013,Duplo,Zoo,Pre-school,Normal,19.0,2,29.99
10503-1,Circus Show,2013,Duplo,Circus,Pre-school,Normal,25.0,1,14.99
10504-1,My First Circus,2013,Duplo,Circus,Pre-school,Normal,62.0,3,34.99
10505-1,Play House,2013,Duplo,,Pre-school,Normal,83.0,3,59.99
10506-1,Train Accessory Set,2013,Duplo,Trains,Pre-school,Normal,24.0,0,19.99
10507-1,My First Train Set,2013,Duplo,Trains,Pre-school,Normal,52.0,2,44.99
10508-1,Deluxe Train Set,2013,Duplo,Trains,Pre-school,Normal,134.0,3,109.99
10509-1,Dusty and Chug,2013,Duplo,Planes,Pre-school,Normal,16.0,2,14.99
10510-1,Ripslinger's Air Race,2013,Duplo,Planes,Pre-school,Normal,40.0,2,24.99
10511-1,Skipper's Flight School,2013,Duplo,Planes,Pre-school,Normal,53.0,3,39.99
10512-1,Jake's Treasure Hunt,2013,Duplo,Jake and the Never Land Pirates,Pre-school,Normal,22.0,1,14.99
10513-1,Never Land Hideout,2013,Duplo,Jake and the Never Land Pirates,Pre-school,Normal,37.0,2,24.99
10514-1,Jake's Pirate Ship Bucky,2013,Duplo,Jake and the Never Land Pirates,Pre-school,Normal,56.0,2,39.99
10515-1,Ariel's Undersea Castle,2013,Duplo,Disney Princess,Pre-school,Normal,39.0,1,29.99
10516-1,Ariel's Magical Boat Ride,2013,Duplo,Disney Princess,Pre-school,Normal,30.0,2,14.99
10517-1,My First Garden,2013,Duplo,,Pre-school,Normal,38.0,1,12.99
10518-1,My First Construction Site,2013,Duplo,Construction,Pre-school,Normal,43.0,2,19.99
10519-1,Garbage Truck,2013,Duplo,,Pre-school,Normal,16.0,1,19.99
10520-1,Big Front Loader,2013,Duplo,,Pre-school,Normal,12.0,1,19.99
10550-1,Circus Transport,2013,Duplo,Circus,Pre-school,Normal,9.0,1,19.99
10552-1,Creative Cars,2013,Duplo,,Pre-school,Normal,40.0,0,19.99
10553-1,Toddler Build and Play Cubes,2013,Duplo,,Pre-school,Normal,17.0,0,12.99
10554-1,Toddler Build and Pull Along,2013,Duplo,,Pre-school,Normal,15.0,0,14.99
10555-1,Creative Bucket,2013,Duplo,,Pre-school,Normal,65.0,0,29.99
10556-1,Creative Chest,2013,Duplo,,Pre-school,Normal,106.0,2,44.99
10557-1,Giant Tower,2013,Duplo,,Pre-school,Normal,200.0,0,59.99
10558-1,Number Train,2013,Duplo,Trains,Pre-school,Normal,31.0,1,19.99
10559-1,A Fairy Tale,2013,Duplo,,Pre-school,Normal,15.0,0,12.99
10560-1,Peekaboo Jungle,2013,Duplo,,Pre-school,Normal,13.0,0,12.99
10561-1,Toddler Starter Building Set,2013,Duplo,,Pre-school,Normal,37.0,0,19.99
10655-1,LEGO Monster Trucks,2013,Bricks and More,,Basic,Normal,197.0,3,19.99
10656-1,My First LEGO Princess,2013,Bricks and More,,Basic,Normal,88.0,1,9.99
10657-1,My First LEGO Set,2013,Bricks and More,,Basic,Normal,148.0,1,14.99
10659-1,LEGO® Blue Suitcase,2013,Bricks and More,,Basic,Normal,146.0,2,24.99
10660-1,LEGO® Pink Suitcase,2013,Bricks and More,,Basic,Normal,151.0,2,24.99
10661-1,My First LEGO Fire Station,2013,Bricks and More,,Basic,Normal,90.0,1,9.99
10662-1,LEGO Creative Bucket,2013,Bricks and More,,Basic,Normal,607.0,0,29.99
10937-1,Batman: Arkham Asylum Breakout,2013,DC Comics Super Heroes,Batman,Licensed,Normal,1619.0,8,159.99
21015-1,The Leaning Tower of Pisa,2013,Architecture,Landmark Series,Model making,Normal,345.0,0,34.99
21017-1,Imperial Hotel,2013,Architecture,Architect Series,Model making,Normal,1188.0,0,129.99
21018-1,United Nations Headquarters,2013,Architecture,Landmark Series,Model making,Normal,597.0,0,49.99
21050-1,Studio,2013,Architecture,Miscellaneous,Model making,Normal,1210.0,0,159.99
30242-1,Republic Frigate,2013,Star Wars,The Clone Wars,Licensed,Normal,45.0,0,4.99
31000-1,Mini Speeder,2013,Creator,3 in 1,Model making,Normal,65.0,0,6.99
31001-1,Mini Skyflyer,2013,Creator,3 in 1,Model making,Normal,62.0,0,6.99
31002-1,Super Racer,2013,Creator,3 in 1,Model making,Normal,121.0,0,14.99
31003-1,Red Rotors,2013,Creator,3 in 1,Model making,Normal,145.0,0,14.99
31004-1,Fierce Flyer,2013,Creator,3 in 1,Model making,Normal,166.0,0,14.99
31005-1,Construction Hauler,2013,Creator,3 in 1,Model making,Normal,256.0,0,17.99
31006-1,Highway Speedster,2013,Creator,3 in 1,Model making,Normal,286.0,0,24.99
31007-1,Power Mech,2013,Creator,3 in 1,Model making,Normal,223.0,0,19.99
31008-1,Thunder Wings,2013,Creator,3 in 1,Model making,Normal,235.0,0,19.99
31009-1,Small Cottage,2013,Creator,3 in 1,Model making,Normal,271.0,1,24.99
31010-1,Treehouse,2013,Creator,3 in 1,Model making,Normal,356.0,1,29.99
31011-1,Aviation Adventures,2013,Creator,3 in 1,Model making,Normal,618.0,0,59.99
31012-1,Family House,2013,Creator,3 in 1,Model making,Normal,756.0,2,69.99
31313-1,Mindstorms EV3,2013,Mindstorms,EV3,Technical,Normal,601.0,0,349.99
40051-1,Valentine's Day Heart Box,2013,Seasonal,Valentine's Day,Miscellaneous,Normal,54.0,0,4.99
40052-1,Springtime Scene,2013,Seasonal,Spring,Miscellaneous,Normal,88.0,2,7.99
40053-1,Easter Bunny with Basket,2013,Seasonal,Easter,Miscellaneous,Normal,96.0,0,4.99
40054-1,Summer Scene,2013,Seasonal,Summer,Miscellaneous,Normal,40.0,1,4.99
40055-1,Halloween Pumpkin,2013,Seasonal,Halloween,Miscellaneous,Normal,52.0,0,4.99
40056-1,Thanksgiving Feast,2013,Seasonal,Thanksgiving,Miscellaneous,Normal,46.0,2,7.99
40057-1,Fall Scene,2013,Seasonal,Fall,Miscellaneous,Normal,72.0,3,7.99
40058-1,Decorating the Tree,2013,Seasonal,Christmas,Miscellaneous,Normal,110.0,2,7.99
40059-1,Santa's Sleigh,2013,Seasonal,Christmas,Miscellaneous,Normal,77.0,2,7.99
40080-1,Friends Pencil Holder,2013,Friends,Accessories,Modern day,Normal,138.0,0,14.99
41000-1,Water Scooter Fun,2013,Friends,Beach,Modern day,Normal,28.0,1,6.99
41001-1,Mia's Magic Tricks,2013,Friends,Pets,Modern day,Normal,90.0,1,9.99
41002-1,Emma's Karate Class,2013,Friends,Sports,Modern day,Normal,93.0,1,9.99
41003-1,Olivia's Newborn Foal,2013,Friends,Farm,Modern day,Normal,70.0,1,9.99
41004-1,Rehearsal Stage,2013,Friends,Music,Modern day,Normal,198.0,1,19.99
41005-1,Heartlake High,2013,Friends,Heartlake City,Modern day,Normal,487.0,3,49.99
41006-1,Downtown Bakery,2013,Friends,Heartlake City,Modern day,Normal,253.0,2,29.99
41007-1,Heartlake Pet Salon,2013,Friends,Heartlake City,Modern day,Normal,242.0,2,29.99
41008-1,Heartlake City Pool,2013,Friends,Summer,Modern day,Normal,423.0,2,39.99
41009-1,Andrea's Bedroom,2013,Friends,Bedrooms,Modern day,Normal,75.0,1,9.99
41010-1,Olivia's Beach Buggy,2013,Friends,Beach,Modern day,Normal,94.0,1,9.99
41011-1,Stephanie's Soccer Practice,2013,Friends,Sports,Modern day,Normal,80.0,1,9.99
41013-1,Emma's Sports Car,2013,Friends,Traffic,Modern day,Normal,159.0,1,14.99
41015-1,Dolphin Cruiser,2013,Friends,Summer,Modern day,Normal,612.0,3,69.99
41016-1,Friends Advent Calendar,2013,Friends,Seasonal,Modern day,Normal,213.0,2,29.99
41017-1,Squirrel's Tree House,2013,Friends,Animals series 1,Modern day,Normal,41.0,0,4.99
41018-1,Cat's Playground,2013,Friends,Animals series 1,Modern day,Normal,31.0,0,4.99
41019-1,Turtle's Little Oasis,2013,Friends,Animals series 1,Modern day,Normal,33.0,0,4.99
41020-1,Hedgehog's Hideaway,2013,Friends,Animals series 2,Modern day,Normal,34.0,0,4.99
41021-1,Poodle's Little Palace,2013,Friends,Animals series 2,Modern day,Normal,46.0,0,4.99
41022-1,Bunny's Hutch,2013,Friends,Animals series 2,Modern day,Normal,37.0,0,4.99
41023-1,Fawn's Forest,2013,Friends,Animals series 3,Modern day,Normal,35.0,0,4.99
41024-1,Parrot's Perch,2013,Friends,Animals series 3,Modern day,Normal,32.0,0,4.99
41025-1,Puppy's Playhouse,2013,Friends,Animals series 3,Modern day,Normal,39.0,0,4.99
41999-1,4x4 Crawler Exclusive Edition ,2013,Technic,,Technical,Normal,1585.0,0,199.99
42000-1,Grand Prix Racer,2013,Technic,,Technical,Normal,1141.0,0,129.99
42001-1,Mini Off-Roader,2013,Technic,,Technical,Normal,100.0,0,12.99
42002-1,Hovercraft,2013,Technic,,Technical,Normal,170.0,0,19.99
42004-1,Mini Backhoe Loader,2013,Technic,,Technical,Normal,246.0,0,24.99
42005-1,Monster Truck,2013,Technic,,Technical,Normal,329.0,0,49.99
42006-1,Excavator,2013,Technic,,Technical,Normal,720.0,0,79.99
42007-1,Moto Cross Bike,2013,Technic,,Technical,Normal,253.0,0,39.99
42008-1,Service Truck,2013,Technic,,Technical,Normal,1276.0,0,129.99
42009-1,Mobile Crane MK II,2013,Technic,,Technical,Normal,2606.0,0,219.99
42010-1,Off-road Racer,2013,Technic,,Technical,Normal,160.0,0,19.99
42011-1,Race Car,2013,Technic,,Technical,Normal,158.0,0,19.99
44000-1,FURNO XL,2013,HERO Factory,Brain Attack,Constraction,Normal,103.0,0,19.99
44001-1,PYROX,2013,HERO Factory,Brain Attack,Constraction,Normal,50.0,0,12.99
44002-1,ROCKA,2013,HERO Factory,Brain Attack,Constraction,Normal,43.0,0,9.99
